Operation, Size, OpenCL Overhead, GPU Data Trans, GPU Ex, CPU Ex,
Matrix Multiplication, 1024, -1239339102, 1352876726 ,8712182, 21835625349,
Matrix Multiplication, 1024, -1237609239, 1359373230 ,8159224, 6891956028,
Matrix Multiplication, 1024, -1200139416, 1342660483 ,9053022, 21369830670,
Matrix Multiplication, 1024, -420287085, 1359235525 ,8612966, 26489034720,
Matrix Multiplication, 1024, -212372479, 1341525488 ,7861576, 29403173198,
Matrix Multiplication, 1024, -1043003676, 1341563976 ,8542403, 23181207996,
Matrix Multiplication, 1024, -1183541708, 1343563689 ,8670700, 17348917071,
Matrix Multiplication, 1024, -1234159776, 1347200038 ,8961077, 10233704751,
Matrix Multiplication, 1024, -1193248188, 1331077027 ,8622802, 21073240575,
Matrix Multiplication, 1024, -1229608674, 1348883287 ,12491794, 26660095325,
Matrix Multiplication, 1024, -1189739708, 1334343026 ,7487807, 24119929351,
Matrix Multiplication, 1024, -1231941532, 1365782063 ,9111611, 8484323674,
Matrix Multiplication, 1024, -2261442436, 2369152838 ,8491512, 19440533114,
Matrix Multiplication, 1024, -1244147652, 1344254353 ,8644612, 18441373028,
Matrix Multiplication, 1024, -2190246051, 2324943603 ,8778469, 7763365814,
Matrix Multiplication, 1024, -1230087648, 1333728915 ,8234491, 19195872277,
Matrix Multiplication, 1024, -2209429786, 2349465752 ,8221662, 22519511960,
Matrix Multiplication, 1024, 1923482734, 1319724077 ,8876401, 4661255979,
Matrix Multiplication, 1024, -1228677243, 1343577375 ,7505768, 13356916780,
Matrix Multiplication, 1024, -1164546140, 1320694853 ,7715747, 14094877338,
Matrix Multiplication, 1024, -1170750556, 1320974540 ,7565640, 6617638192,
Matrix Multiplication, 1024, -1165438229, 1322507254 ,7643900, 13686695876,
Matrix Multiplication, 1024, -1172952550, 1326112811 ,7684528, 13802603562,
Matrix Multiplication, 1024, -1170032951, 1318096424 ,7789730, 7084534509,
Matrix Multiplication, 1024, -1167595318, 1339748154 ,7673837, 10114687587,
Matrix Multiplication, 1024, -1222679813, 1337026987 ,7510900, 14413562214,
Matrix Multiplication, 1024, -1215123581, 1325429419 ,8317029, 13585179626,
Matrix Multiplication, 1024, -1173221544, 1328391355 ,7578042, 18560284561,
Matrix Multiplication, 1024, -1163623263, 1368936445 ,8837912, 14913250668,
Matrix Multiplication, 1024, -1169036088, 1351290555 ,10185880, 12696807771,
Matrix Multiplication, 1024, -1175729311, 1321314524 ,7548534, 4472642286,
Matrix Multiplication, 1024, -1181506926, 1319088582 ,7598142, 5024489220,
Matrix Multiplication, 1024, -1190907204, 1330659636 ,7302632, 12172515059,
Matrix Multiplication, 1024, -1180816265, 1332559279 ,7460436, 13760672016,
Matrix Multiplication, 1024, -1185387039, 1325917373 ,7543829, 4751165252,
Matrix Multiplication, 1024, -1179856607, 1329426280 ,7903914, 13235356782,
Matrix Multiplication, 1024, -1178423536, 1318505688 ,7594293, 14018162495,
Matrix Transpose, 32, 92723241, 2750676 ,195438, 107769,
Matrix Transpose, 32, 61499742, 1480112 ,62438, 38061,
Matrix Transpose, 32, 48398539, 1461297 ,54739, 46614,
Matrix Transpose, 32, 87657244, 1380469 ,57734, 41910,
Matrix Transpose, 32, 91307276, 1264575 ,53457, 41055,
Matrix Transpose, 32, 91496299, 1241054 ,53884, 55596,
Matrix Transpose, 32, 61229892, 1253029 ,56450, 38489,
Matrix Transpose, 32, 63444289, 1458730 ,64576, 37633,
Matrix Transpose, 32, 40826486, 1576762 ,50464, 38489,
Matrix Transpose, 32, 72908287, 1360370 ,64148, 42765,
Matrix Transpose, 32, 91163584, 1246186 ,56023, 38917,
Matrix Transpose, 32, 67740935, 1352245 ,58161, 41482,
Matrix Transpose, 32, 93876198, 1313327 ,53885, 39344,
Matrix Transpose, 32, 49856415, 1548538 ,73556, 54740,
Matrix Transpose, 32, 62926826, 1564361 ,70990, 50891,
Matrix Transpose, 32, 41213086, 1966357 ,54312, 50464,
Matrix Transpose, 32, 69531525, 1267568 ,58589, 58588,
Matrix Transpose, 32, 50633036, 1384745 ,63721, 38489,
Matrix Transpose, 32, 88450971, 1349679 ,55595, 39344,
Matrix Transpose, 32, 81360027, 1866285 ,79971, 65431,
Matrix Transpose, 32, 39878802, 1678972 ,59017, 57306,
Matrix Transpose, 32, 51373306, 1288096 ,55595, 70991,
Matrix Transpose, 32, 58262823, 1430932 ,55595, 43193,
Matrix Transpose, 32, 38042880, 1396720 ,51746, 46615,
Matrix Transpose, 32, 34646448, 1535280 ,94940, 56023,
Matrix Transpose, 32, 31822643, 2011259 ,82538, 60727,
Matrix Transpose, 32, 37976595, 1693084 ,85104, 49180,
Matrix Transpose, 32, 35638178, 1523306 ,68425, 48753,
Matrix Transpose, 32, 36200545, 1824375 ,55595, 65003,
Matrix Transpose, 32, 36347658, 1570776 ,73129, 58589,
Matrix Transpose, 32, 33934402, 1847041 ,98788, 66286,
Matrix Transpose, 32, 35067687, 1406128 ,66287, 42766,
Matrix Transpose, 32, 33643597, 1392871 ,58589, 46186,
Matrix Transpose, 32, 32051011, 1425373 ,58589, 78688,
Matrix Transpose, 32, 33487929, 1349678 ,56878, 55168,
Matrix Transpose, 32, 36895911, 1374482 ,61582, 38916,
Matrix Transpose, 32, 36324136, 1426656 ,53457, 38489,
Matrix Transpose, 32, 34818363, 1264148 ,59016, 43621,
Matrix Transpose, 32, 33646590, 1405274 ,70135, 70563,
Matrix Transpose, 32, 34917153, 1333855 ,50891, 41054,
Matrix Transpose, 32, 32114304, 1435209 ,61582, 38061,
Matrix Transpose, 32, 33380161, 1371061 ,61154, 40199,
Matrix Transpose, 32, 33543525, 1460013 ,63720, 56450,
Matrix Transpose, 32, 37736253, 1356521 ,54312, 43193,
Matrix Transpose, 32, 32103611, 1690520 ,70990, 40199,
Matrix Transpose, 32, 33892920, 1363791 ,62438, 42338,
Matrix Transpose, 32, 34340675, 1276977 ,61155, 45331,
Matrix Transpose, 32, 37830337, 1408695 ,54312, 43621,
Matrix Transpose, 32, 36911307, 1292801 ,59016, 41055,
Matrix Transpose, 32, 36633331, 1246613 ,62010, 48325,
Matrix Transpose, 32, 32150654, 1251745 ,73129, 55167,
Matrix Transpose, 32, 33194559, 1265003 ,59871, 40627,
Matrix Transpose, 32, 33962627, 1350105 ,58161, 63720,
Matrix Transpose, 32, 37433045, 1421525 ,62009, 40628,
Matrix Transpose, 32, 36896339, 1217961 ,55167, 47470,
Matrix Transpose, 32, 33427631, 1375338 ,59444, 41910,
Matrix Transpose, 32, 37225205, 1362080 ,55168, 42338,
Matrix Transpose, 32, 30654718, 1294083 ,59016, 61154,
Matrix Transpose, 32, 25907323, 1417248 ,54312, 49180,
Matrix Transpose, 32, 32750226, 1404845 ,61155, 51319,
Matrix Transpose, 32, 33318152, 1388595 ,61582, 23949,
Matrix Transpose, 32, 34556212, 1374483 ,66714, 28653,
Matrix Transpose, 32, 27384870, 1307341 ,55167, 12402,
Matrix Transpose, 32, 36803110, 1472843 ,60727, 32502,
Matrix Transpose, 32, 31707176, 1360797 ,57733, 26087,
Matrix Transpose, 32, 34569042, 1308195 ,51319, 17534,
Matrix Transpose, 32, 33349797, 1077263 ,51746, 10691,
Matrix Transpose, 32, 36026916, 1090947 ,53885, 11975,
Matrix Transpose, 32, 28947521, 1102494 ,54312, 17107,
Matrix Transpose, 32, 36553786, 1181183 ,55167, 16251,
Matrix Transpose, 32, 31207675, 1100355 ,49608, 36778,
Matrix Transpose, 32, 34543810, 1093941 ,53029, 26515,
Matrix Transpose, 32, 30398553, 1333427 ,55168, 9837,
Matrix Transpose, 32, 31352650, 1435637 ,61155, 24376,
Matrix Transpose, 32, 41639884, 1360370 ,63293, 18390,
Matrix Transpose, 32, 40293628, 2264859 ,83393, 11119,
Matrix Transpose, 32, 35157922, 1089236 ,54312, 27797,
Matrix Transpose, 32, 35833618, 1076834 ,53457, 15823,
Matrix Transpose, 32, 34087931, 1244047 ,57734, 11119,
Matrix Transpose, 32, 31315872, 1307341 ,50035, 15824,
Matrix Transpose, 32, 31211097, 1338132 ,52174, 20100,
Matrix Transpose, 32, 34548087, 1421524 ,55168, 14968,
Matrix Transpose, 32, 33812093, 1796577 ,74412, 20527,
Matrix Transpose, 32, 34755499, 1359514 ,62866, 11974,
Matrix Transpose, 32, 35308028, 1217533 ,56023, 10264,
Matrix Transpose, 32, 34250867, 1395865 ,83820, 17534,
Matrix Transpose, 32, 37797407, 1160228 ,51318, 10264,
Matrix Transpose, 32, 36277095, 2130577 ,110762, 18389,
Matrix Transpose, 32, 41653569, 1444618 ,66714, 24804,
Matrix Transpose, 32, 45781293, 1324874 ,61155, 21383,
Matrix Transpose, 32, 40486072, 2098502 ,80399, 20955,
Matrix Transpose, 32, 40627626, 1671702 ,78688, 27798,
Matrix Transpose, 32, 41092915, 1541695 ,68853, 15396,
Matrix Transpose, 32, 47854991, 1438203 ,63721, 32502,
Matrix Transpose, 32, 48408376, 1509193 ,62865, 11547,
Matrix Transpose, 32, 34366334, 1443762 ,61155, 52601,
Matrix Transpose, 32, 39369038, 1534425 ,61582, 15823,
Matrix Transpose, 32, 43913298, 1597719 ,86386, 36778,
Matrix Transpose, 32, 38131833, 1417248 ,61155, 22238,
Matrix Transpose, 32, 42055565, 1533997 ,64576, 32074,
Matrix Transpose, 64, 33771465, 1625943 ,72274, 334853,
Matrix Transpose, 64, 42571316, 1453598 ,76123, 19672,
Matrix Transpose, 64, 44228478, 1414682 ,76550, 29081,
Matrix Transpose, 64, 38331975, 1539984 ,81682, 33357,
Matrix Transpose, 64, 42360910, 1675551 ,72274, 20527,
Matrix Transpose, 64, 38752360, 1598574 ,84248, 29081,
Matrix Transpose, 64, 37265405, 1563079 ,76122, 23521,
Matrix Transpose, 64, 34105036, 1723449 ,72701, 18390,
Matrix Transpose, 64, 43248722, 1740982 ,87242, 41482,
Matrix Transpose, 64, 38386287, 1483533 ,78689, 15823,
Matrix Transpose, 64, 40678945, 1555380 ,70563, 38489,
Matrix Transpose, 64, 39775738, 1576334 ,72702, 36351,
Matrix Transpose, 64, 38166901, 1588737 ,80827, 35068,
Matrix Transpose, 64, 38376025, 2503918 ,145831, 28653,
Matrix Transpose, 64, 61436878, 4166212 ,115894, 32929,
Matrix Transpose, 64, 36853146, 1584888 ,80827, 17962,
Matrix Transpose, 64, 49329544, 2539841 ,135139, 17533,
Matrix Transpose, 64, 38589851, 1507911 ,73129, 18389,
Matrix Transpose, 64, 54223198, 3243761 ,206130, 31219,
Matrix Transpose, 64, 52360761, 1547683 ,73129, 38916,
Matrix Transpose, 64, 40552358, 1457020 ,73557, 18817,
Matrix Transpose, 64, 38931975, 1559657 ,70563, 31646,
Matrix Transpose, 64, 37232048, 1417675 ,74840, 31646,
Matrix Transpose, 64, 32816941, 1652457 ,77834, 24376,
Matrix Transpose, 64, 57794541, 1629793 ,79971, 40627,
Matrix Transpose, 64, 44923417, 1592158 ,83393, 20955,
Matrix Transpose, 64, 41177163, 1542123 ,73557, 19244,
Matrix Transpose, 64, 40753356, 1531004 ,71846, 44903,
Matrix Transpose, 64, 39723137, 1624660 ,102637, 26087,
Matrix Transpose, 64, 42466542, 1722165 ,82965, 34640,
Matrix Transpose, 64, 39869822, 1595580 ,79116, 39344,
Matrix Transpose, 64, 37354357, 1585744 ,74840, 24804,
Matrix Transpose, 64, 46876944, 1463006 ,75268, 22665,
Matrix Transpose, 64, 38385005, 1523307 ,69280, 27370,
Matrix Transpose, 64, 40741382, 1672986 ,74839, 32929,
Matrix Transpose, 64, 30500763, 1755095 ,100499, 20527,
Matrix Transpose, 64, 34965050, 1523306 ,71418, 23949,
Matrix Transpose, 64, 33178736, 1594725 ,66714, 19244,
Matrix Transpose, 64, 35092919, 1332144 ,66287, 17107,
Matrix Transpose, 64, 33531979, 1590020 ,61155, 33357,
Matrix Transpose, 64, 34001117, 1831217 ,70991, 17106,
Matrix Transpose, 64, 29530414, 1557945 ,76551, 14540,
Matrix Transpose, 64, 35005678, 1445473 ,59872, 42765,
Matrix Transpose, 64, 31023783, 1503207 ,80826, 23521,
Matrix Transpose, 64, 35621073, 1396720 ,67997, 24376,
Matrix Transpose, 64, 58792687, 1334710 ,60727, 36778,
Matrix Transpose, 64, 36939532, 1526299 ,67997, 14967,
Matrix Transpose, 64, 32573177, 1356948 ,64148, 17962,
Matrix Transpose, 64, 37049439, 1483107 ,75267, 16679,
Matrix Transpose, 64, 33930981, 1295366 ,60299, 17534,
Matrix Transpose, 64, 36241171, 1552815 ,78688, 28225,
Matrix Transpose, 64, 35695056, 1510477 ,67569, 18389,
Matrix Transpose, 64, 32920433, 1438631 ,69280, 14541,
Matrix Transpose, 64, 32745522, 1326585 ,65003, 14113,
Matrix Transpose, 64, 31897055, 1401852 ,64576, 29936,
Matrix Transpose, 64, 32328986, 1309907 ,62437, 20099,
Matrix Transpose, 64, 34462556, 1395864 ,84676, 31219,
Matrix Transpose, 64, 33106036, 1527583 ,64148, 17534,
Matrix Transpose, 64, 35599689, 1484817 ,65004, 15395,
Matrix Transpose, 64, 30255288, 1513471 ,79543, 38489,
Matrix Transpose, 64, 32213092, 1516892 ,71418, 35067,
Matrix Transpose, 64, 30442601, 1614824 ,70563, 14541,
Matrix Transpose, 64, 37241457, 1552814 ,157377, 24804,
Matrix Transpose, 64, 30627776, 1399714 ,69708, 15396,
Matrix Transpose, 64, 36024778, 1491233 ,65003, 18389,
Matrix Transpose, 64, 31649871, 1499356 ,76551, 19672,
Matrix Transpose, 64, 29477812, 1567781 ,73557, 45759,
Matrix Transpose, 64, 32813091, 1604132 ,77406, 13685,
Matrix Transpose, 64, 36144094, 1359515 ,105630, 44477,
Matrix Transpose, 64, 31864125, 1580611 ,64576, 15395,
Matrix Transpose, 64, 35834899, 1511760 ,68852, 17533,
Matrix Transpose, 64, 31924852, 1542978 ,67997, 15395,
Matrix Transpose, 64, 29876388, 1480113 ,65432, 14968,
Matrix Transpose, 64, 34522855, 1607126 ,81683, 14112,
Matrix Transpose, 64, 31442885, 1590020 ,89380, 16678,
Matrix Transpose, 64, 35349083, 1536992 ,72273, 20955,
Matrix Transpose, 64, 27604258, 1567783 ,84248, 26087,
Matrix Transpose, 64, 42197119, 1491233 ,67997, 21383,
Matrix Transpose, 64, 40350933, 1422806 ,66715, 30792,
Matrix Transpose, 64, 33820219, 1894083 ,97505, 37633,
Matrix Transpose, 64, 37769182, 1685815 ,73129, 17961,
Matrix Transpose, 64, 38497050, 1354383 ,66714, 23521,
Matrix Transpose, 64, 31315017, 1575908 ,70563, 26087,
Matrix Transpose, 64, 26647166, 1591731 ,81682, 15396,
Matrix Transpose, 64, 35584293, 1380042 ,63293, 14968,
Matrix Transpose, 64, 33489641, 1393299 ,69280, 20100,
Matrix Transpose, 64, 36300616, 1448466 ,66714, 32074,
Matrix Transpose, 64, 33849726, 1412544 ,72273, 33357,
Matrix Transpose, 64, 48978012, 2025372 ,86387, 14540,
Matrix Transpose, 64, 28192282, 1659728 ,79116, 17106,
Matrix Transpose, 64, 38949936, 1548110 ,72701, 44476,
Matrix Transpose, 64, 40858987, 2419670 ,126586, 26087,
Matrix Transpose, 64, 38235326, 1738843 ,84676, 23094,
Matrix Transpose, 64, 44835321, 1677261 ,80400, 47897,
Matrix Transpose, 64, 43232044, 1679401 ,76550, 42338,
Matrix Transpose, 64, 36795840, 1602422 ,76123, 21382,
Matrix Transpose, 64, 45112440, 1723449 ,79971, 23093,
Matrix Transpose, 64, 40475808, 1600712 ,73984, 29936,
Matrix Transpose, 64, 39332687, 1521168 ,79544, 17106,
Matrix Transpose, 64, 36859133, 1930860 ,125731, 20955,
Matrix Transpose, 128, 51635886, 2238345 ,83820, 78261,
Matrix Transpose, 128, 48184713, 2502208 ,93656, 71418,
Matrix Transpose, 128, 38104035, 3745400 ,165075, 77833,
Matrix Transpose, 128, 44228479, 2241338 ,100071, 85103,
Matrix Transpose, 128, 41481652, 2210975 ,101354, 62438,
Matrix Transpose, 128, 36546517, 2275122 ,94512, 1376620,
Matrix Transpose, 128, 44493197, 2411545 ,102209, 94084,
Matrix Transpose, 128, 41480798, 2320455 ,97505, 78689,
Matrix Transpose, 128, 33558921, 2246042 ,89380, 61155,
Matrix Transpose, 128, 40064833, 2216962 ,96222, 61155,
Matrix Transpose, 128, 37468541, 2179756 ,93656, 87242,
Matrix Transpose, 128, 37196980, 2299499 ,115039, 59016,
Matrix Transpose, 128, 47328121, 2225942 ,93229, 61582,
Matrix Transpose, 128, 40959914, 2504773 ,117178, 81254,
Matrix Transpose, 128, 37590423, 2607411 ,126158, 59872,
Matrix Transpose, 128, 37351364, 2297788 ,95367, 64148,
Matrix Transpose, 128, 40517291, 2204561 ,91090, 76978,
Matrix Transpose, 128, 42329692, 2234068 ,103065, 82538,
Matrix Transpose, 128, 38590278, 2388880 ,94084, 61154,
Matrix Transpose, 128, 36245448, 2299071 ,101782, 54740,
Matrix Transpose, 128, 45928834, 2266142 ,151390, 69280,
Matrix Transpose, 128, 40468538, 2231075 ,92801, 56023,
Matrix Transpose, 128, 53360618, 2515037 ,98789, 98789,
Matrix Transpose, 128, 40413798, 2265287 ,101782, 67997,
Matrix Transpose, 128, 36713302, 2290091 ,124875, 55167,
Matrix Transpose, 128, 40107171, 2394439 ,102209, 82965,
Matrix Transpose, 128, 41307170, 2310191 ,91518, 104775,
Matrix Transpose, 128, 31522857, 2446613 ,91946, 80399,
Matrix Transpose, 128, 73171723, 2024517 ,100926, 84248,
Matrix Transpose, 128, 30311311, 2332001 ,86386, 73985,
Matrix Transpose, 128, 43394125, 2255879 ,92801, 79971,
Matrix Transpose, 128, 41439315, 2351246 ,94084, 92801,
Matrix Transpose, 128, 28357784, 2208836 ,91946, 88524,
Matrix Transpose, 128, 46433466, 2194724 ,100927, 80826,
Matrix Transpose, 128, 42729549, 2442763 ,112046, 56878,
Matrix Transpose, 128, 46531400, 2117746 ,112045, 70563,
Matrix Transpose, 128, 31060990, 2105344 ,76550, 70563,
Matrix Transpose, 128, 38924278, 2209264 ,78261, 56450,
Matrix Transpose, 128, 33047875, 2214396 ,81682, 44476,
Matrix Transpose, 128, 29939251, 2163933 ,85530, 49180,
Matrix Transpose, 128, 35911022, 2251175 ,79971, 106486,
Matrix Transpose, 128, 42587140, 1943691 ,78688, 65431,
Matrix Transpose, 128, 35636468, 1974054 ,81682, 48325,
Matrix Transpose, 128, 37048585, 2274695 ,85531, 55168,
Matrix Transpose, 128, 41591132, 2195580 ,102209, 59016,
Matrix Transpose, 128, 40557491, 1987739 ,99216, 59872,
Matrix Transpose, 128, 38625347, 2344830 ,115895, 149679,
Matrix Transpose, 128, 33719292, 2087811 ,88524, 56878,
Matrix Transpose, 128, 31589571, 2049749 ,85531, 44903,
Matrix Transpose, 128, 29207536, 2080967 ,108625, 110335,
Matrix Transpose, 128, 42966469, 1888524 ,76978, 51319,
Matrix Transpose, 128, 38121570, 1910334 ,74840, 514468,
Matrix Transpose, 128, 37242739, 2027938 ,74840, 50035,
Matrix Transpose, 128, 31648587, 2271274 ,120171, 49180,
Matrix Transpose, 128, 34761059, 1860725 ,82965, 702636,
Matrix Transpose, 128, 37145233, 2126727 ,81254, 66286,
Matrix Transpose, 128, 37486075, 2222949 ,83393, 60299,
Matrix Transpose, 128, 39064120, 2015965 ,74839, 64576,
Matrix Transpose, 128, 35020217, 2129293 ,82965, 121026,
Matrix Transpose, 128, 46351784, 2084816 ,92801, 67142,
Matrix Transpose, 128, 35937965, 2001423 ,80827, 84675,
Matrix Transpose, 128, 32206250, 2911900 ,135567, 100926,
Matrix Transpose, 128, 34842740, 2048894 ,75694, 78688,
Matrix Transpose, 128, 37779873, 4065713 ,154811, 52602,
Matrix Transpose, 128, 30506323, 2003990 ,86814, 133001,
Matrix Transpose, 128, 35238321, 2160084 ,129152, 48753,
Matrix Transpose, 128, 30098340, 2146399 ,81682, 165502,
Matrix Transpose, 128, 34605393, 2114752 ,81255, 67569,
Matrix Transpose, 128, 38870821, 1828224 ,71418, 58161,
Matrix Transpose, 128, 27602546, 2145543 ,75695, 70563,
Matrix Transpose, 128, 42265971, 2062579 ,85103, 58161,
Matrix Transpose, 128, 38178020, 1930433 ,88097, 65431,
Matrix Transpose, 128, 34821358, 2185315 ,126586, 52174,
Matrix Transpose, 128, 23622364, 2562507 ,133000, 58589,
Matrix Transpose, 128, 37004108, 2580469 ,149679, 66287,
Matrix Transpose, 128, 29449587, 1940697 ,84676, 51318,
Matrix Transpose, 128, 36910024, 1899214 ,84676, 51747,
Matrix Transpose, 128, 33950653, 2342693 ,82537, 70991,
Matrix Transpose, 128, 36712019, 2063862 ,81682, 48753,
Matrix Transpose, 128, 36011949, 2506912 ,90235, 50891,
Matrix Transpose, 128, 35482512, 2785315 ,188596, 81254,
Matrix Transpose, 128, 24803546, 1961652 ,99644, 49180,
Matrix Transpose, 128, 29320009, 2600568 ,133001, 53885,
Matrix Transpose, 128, 34137966, 1952243 ,84676, 61155,
Matrix Transpose, 128, 37179018, 2216107 ,96650, 109479,
Matrix Transpose, 128, 35948228, 2017675 ,79544, 53029,
Matrix Transpose, 128, 30847162, 2106200 ,88524, 48752,
Matrix Transpose, 128, 34824779, 3316035 ,157805, 87669,
Matrix Transpose, 128, 32225921, 2101496 ,92801, 74840,
Matrix Transpose, 128, 32045879, 2232785 ,90663, 63720,
Matrix Transpose, 128, 33455429, 2111758 ,87242, 44476,
Matrix Transpose, 128, 33646163, 1965500 ,90236, 167213,
Matrix Transpose, 128, 35358920, 1862436 ,82110, 56878,
Matrix Transpose, 128, 30024783, 2302920 ,112474, 42338,
Matrix Transpose, 128, 35363623, 1903492 ,86386, 56878,
Matrix Transpose, 128, 31099906, 2327725 ,84248, 63293,
Matrix Transpose, 128, 36248869, 2043334 ,109907, 43621,
Matrix Transpose, 128, 32175885, 2104489 ,82965, 52174,
Matrix Transpose, 128, 38775027, 2160083 ,79972, 56878,
Matrix Transpose, 128, 34998407, 2097218 ,75695, 80400,
Matrix Transpose, 256, 31539108, 4645613 ,147541, 332715,
Matrix Transpose, 256, 34785007, 4380040 ,143692, 297647,
Matrix Transpose, 256, 36372461, 4279113 ,127869, 279686,
Matrix Transpose, 256, 47280651, 4147396 ,130007, 285246,
Matrix Transpose, 256, 34548942, 4413396 ,152673, 268567,
Matrix Transpose, 256, 38482510, 4648179 ,138560, 267284,
Matrix Transpose, 256, 34019078, 5385884 ,236065, 302352,
Matrix Transpose, 256, 32957639, 4262434 ,151818, 285674,
Matrix Transpose, 256, 38232759, 4635350 ,133428, 274982,
Matrix Transpose, 256, 33517012, 4939411 ,187313, 361369,
Matrix Transpose, 256, 31406535, 4810688 ,189451, 317747,
Matrix Transpose, 256, 41630476, 4208122 ,147969, 269423,
Matrix Transpose, 256, 28983444, 4777758 ,184747, 260442,
Matrix Transpose, 256, 31309885, 5083532 ,146257, 336992,
Matrix Transpose, 256, 30787291, 4152528 ,148396, 559373,
Matrix Transpose, 256, 35560773, 4306910 ,122310, 360940,
Matrix Transpose, 256, 30964767, 4611828 ,133429, 333999,
Matrix Transpose, 256, 34756782, 4442905 ,134711, 294654,
Matrix Transpose, 256, 36113302, 4184601 ,148824, 270278,
Matrix Transpose, 256, 34947516, 4441622 ,156522, 284390,
Matrix Transpose, 256, 31502758, 4469847 ,160370, 298075,
Matrix Transpose, 256, 38440600, 4333426 ,160370, 286101,
Matrix Transpose, 256, 35131408, 4158086 ,146686, 274554,
Matrix Transpose, 256, 43557061, 4201707 ,124448, 329722,
Matrix Transpose, 256, 33363483, 4349676 ,127869, 358375,
Matrix Transpose, 256, 30432765, 4185456 ,131718, 1411261,
Matrix Transpose, 256, 35810951, 4653739 ,164647, 311760,
Matrix Transpose, 256, 30106892, 4362506 ,162081, 314754,
Matrix Transpose, 256, 28971041, 4636205 ,128724, 386599,
Matrix Transpose, 256, 36748370, 5272982 ,198432, 260441,
Matrix Transpose, 256, 33916441, 4442477 ,177905, 327156,
Matrix Transpose, 256, 32562486, 4398001 ,126586, 296365,
Matrix Transpose, 256, 31042601, 4159798 ,136849, 273271,
Matrix Transpose, 256, 30423357, 4373197 ,132573, 254882,
Matrix Transpose, 256, 28885083, 4558372 ,168068, 286101,
Matrix Transpose, 256, 49533107, 5004843 ,186457, 424234,
Matrix Transpose, 256, 34883796, 4421949 ,160371, 276265,
Matrix Transpose, 256, 31894061, 4249178 ,146685, 274127,
Matrix Transpose, 256, 28941533, 5512897 ,123165, 298931,
Matrix Transpose, 256, 37498048, 7318456 ,176193, 338275,
Matrix Transpose, 256, 38932403, 4423660 ,138133, 396863,
Matrix Transpose, 256, 37568613, 4522020 ,210407, 344262,
Matrix Transpose, 256, 31061418, 4109762 ,152245, 278831,
Matrix Transpose, 256, 33892493, 4010973 ,128724, 282680,
Matrix Transpose, 256, 34771750, 4050317 ,125731, 304490,
Matrix Transpose, 256, 29203686, 4478827 ,143265, 291233,
Matrix Transpose, 256, 29628773, 4462577 ,161226, 337847,
Matrix Transpose, 256, 41631759, 4980895 ,253599, 286529,
Matrix Transpose, 256, 39704320, 4360368 ,129579, 290378,
Matrix Transpose, 256, 39416079, 4472414 ,147540, 305773,
Matrix Transpose, 256, 33207388, 4384744 ,128724, 1666142,
Matrix Transpose, 256, 25701621, 4454878 ,141554, 260441,
Matrix Transpose, 256, 36144094, 4498500 ,123592, 352388,
Matrix Transpose, 256, 36853573, 6308762 ,370777, 291232,
Matrix Transpose, 256, 28981732, 4710617 ,138988, 343834,
Matrix Transpose, 256, 38117721, 4339840 ,165930, 297220,
Matrix Transpose, 256, 30468260, 5351671 ,251461, 287812,
Matrix Transpose, 256, 32272963, 5366639 ,251889, 359658,
Matrix Transpose, 256, 49895331, 4504059 ,151390, 279258,
Matrix Transpose, 256, 47573167, 5547965 ,312188, 270705,
Matrix Transpose, 256, 35686504, 4369775 ,170207, 311760,
Matrix Transpose, 256, 31411239, 4716177 ,170206, 413970,
Matrix Transpose, 256, 32087361, 4202563 ,152673, 258731,
Matrix Transpose, 256, 32721574, 6121022 ,138988, 289522,
Matrix Transpose, 256, 35635185, 4525014 ,180471, 396436,
Matrix Transpose, 256, 41242167, 4484815 ,145403, 326301,
Matrix Transpose, 256, 42867254, 3816819 ,125730, 314327,
Matrix Transpose, 256, 31184154, 3954952 ,127013, 274982,
Matrix Transpose, 256, 23832770, 5431215 ,236493, 313044,
Matrix Transpose, 256, 33583725, 4036634 ,151389, 384462,
Matrix Transpose, 256, 44917003, 4217958 ,138133, 362651,
Matrix Transpose, 256, 38141242, 4241051 ,128297, 301069,
Matrix Transpose, 256, 41425201, 4271416 ,133428, 394725,
Matrix Transpose, 256, 36277095, 4221808 ,133000, 328012,
Matrix Transpose, 256, 34308600, 4536989 ,130862, 353670,
Matrix Transpose, 256, 39977590, 4302635 ,134711, 1866713,
Matrix Transpose, 256, 31844454, 4137132 ,144975, 327156,
Matrix Transpose, 256, 39801826, 4322733 ,127869, 358375,
Matrix Transpose, 256, 30229630, 4782035 ,292516, 372060,
Matrix Transpose, 256, 46892341, 4536133 ,212545, 284818,
Matrix Transpose, 256, 52693905, 6145826 ,346828, 298076,
Matrix Transpose, 256, 30401975, 4206839 ,118888, 268139,
Matrix Transpose, 256, 33830910, 4323161 ,160798, 332288,
Matrix Transpose, 256, 32551367, 4382178 ,143264, 271561,
Matrix Transpose, 256, 34306889, 5089947 ,177049, 283107,
Matrix Transpose, 256, 53394831, 5994865 ,232216, 295082,
Matrix Transpose, 256, 41483790, 4197431 ,150107, 363506,
Matrix Transpose, 256, 28752938, 4959939 ,248040, 378902,
Matrix Transpose, 256, 33064553, 4176476 ,172772, 290378,
Matrix Transpose, 256, 32878094, 4398858 ,138987, 321596,
Matrix Transpose, 256, 32515871, 4197859 ,121026, 302352,
